which football club does Alan_PULIDO play for ?	Tigres_UANL	Alan_PULIDO#plays_in_club#Tigres_UANL#<end>#Tigres_UANL	Tigres_UANL/	Alan_PULIDO#plays_in_club#Tigres_UANL///Alan_PULIDO#plays_position#Forward///Alan_PULIDO#is_aged#23///Alan_PULIDO#wears_number#11///Alan_PULIDO#plays_for_country#Mexico///Tigres_UANL#is_in_country#Mexico
name a soccer club that has a player from Mexico ?	CF_Pachuca,Deportivo_Toluca_FC,Tigres_UANL,Cruz_Azul_FC,Atlante_FC,Club_Tijuana,CA_Monarcas_Morelia,Club_America,Club_Leon,Puebla_FC,CF_Monterrey,Club_Santos_Laguna	Mexico#plays_for_country_inverse#Alan_PULIDO#plays_in_club#Tigres_UANL	CF_Monterrey/CA_Monarcas_Morelia/Atlante_FC/CF_Pachuca/Tigres_UANL/Cruz_Azul_FC/Club_Leon/Club_Santos_Laguna/Puebla_FC/Club_America/Deportivo_Toluca_FC/Club_Tijuana/	Alan_PULIDO#plays_in_club#Tigres_UANL///Alan_PULIDO#plays_position#Forward///Alan_PULIDO#is_aged#23///Alan_PULIDO#wears_number#11///Alan_PULIDO#plays_for_country#Mexico///Tigres_UANL#is_in_country#Mexico
which club does Adam_TAGGART play for ?	Newcastle_United_Jets_FC	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC#<end>#Newcastle_United_Jets_FC	Newcastle_United_Jets_FC/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
what position does Adam_TAGGART play ?	Forward	Adam_TAGGART#plays_position#Forward#<end>#Forward	Forward/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
how old is Adam_TAGGART ?	21	Adam_TAGGART#is_aged#21#<end>#21	21/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
what number does Adam_TAGGART wear ?	9	Adam_TAGGART#wears_number#9#<end>#9	9/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
which country is Adam_TAGGART from ?	Australia	Adam_TAGGART#plays_for_country#Australia#<end>#Australia	Australia/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
which country is the soccer team Newcastle_United_Jets_FC based in ?	Australia	Newcastle_United_Jets_FC#is_in_country#Australia#<end>#Australia	Australia/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
name a player from Newcastle_United_Jets_FC ?	Adam_TAGGART	Newcastle_United_Jets_FC#plays_in_club_inverse#Adam_TAGGART#<end>#Adam_TAGGART	Adam_TAGGART/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
which player is from Australia ?	James_TROISI,Ben_HALLORAN,Mathew_LECKIE,Mile_JEDINAK,Jason_DAVIDSON,Massimo_LUONGO,Dario_VIDOSIC,Tommy_OAR,Adam_TAGGART,Bailey_WRIGHT,James_HOLLAND,Mitch_LANGERAK,Alex_WILKINSON,Eugene_GALEKOVIC,Maty_RYAN,Ryan_McGOWAN,Ivan_FRANJIC,Mark_BRESCIANO,Tim_CAHILL,Matthew_SPIRANOVIC,Matt_McKAY,Oliver_BOZANIC,Mark_MILLIGAN	Australia#plays_for_country_inverse#Adam_TAGGART#<end>#Adam_TAGGART	Matt_McKAY/Matthew_SPIRANOVIC/Ivan_FRANJIC/Eugene_GALEKOVIC/James_TROISI/Mark_MILLIGAN/Adam_TAGGART/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
name a soccer club in Australia ?	Newcastle_United_Jets_FC,Western_Sydney_Wanderers_FC,Brisbane_Roar_FC,Adelaide_United_FC,Melbourne_Victory_FC	Australia#is_in_country_inverse#Newcastle_United_Jets_FC#<end>#Newcastle_United_Jets_FC	Brisbane_Roar_FC/Melbourne_Victory_FC/Adelaide_United_FC/Western_Sydney_Wanderers_FC/Newcastle_United_Jets_FC/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
where is the football club that Adam_TAGGART plays for ?	Australia	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC#is_in_country#Australia	Australia/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
which professional football team do players from Australia play for ?	Newcastle_United_Jets_FC,Western_Sydney_Wanderers_FC,Brisbane_Roar_FC,Adelaide_United_FC,Melbourne_Victory_FC	Australia#plays_for_country_inverse#Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC	Brisbane_Roar_FC/Melbourne_Victory_FC/Adelaide_United_FC/Western_Sydney_Wanderers_FC/Newcastle_United_Jets_FC/	Adam_TAGGART#plays_in_club#Newcastle_United_Jets_FC///Adam_TAGGART#plays_position#Forward///Adam_TAGGART#is_aged#21///Adam_TAGGART#wears_number#9///Adam_TAGGART#plays_for_country#Australia///Newcastle_United_Jets_FC#is_in_country#Australia
which prefessional football team does Reza_GHOOCHANNEJAD play for ?	Charlton_Athletic_FC	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC#<end>#Charlton_Athletic_FC	Charlton_Athletic_FC/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
what position does Reza_GHOOCHANNEJAD play ?	Forward	Reza_GHOOCHANNEJAD#plays_position#Forward#<end>#Forward	Forward/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
what is the age of Reza_GHOOCHANNEJAD ?	26	Reza_GHOOCHANNEJAD#is_aged#26#<end>#26	26/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
what number does Reza_GHOOCHANNEJAD wear ?	16	Reza_GHOOCHANNEJAD#wears_number#16#<end>#16	16/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
what is the nationality of Reza_GHOOCHANNEJAD ?	England	Reza_GHOOCHANNEJAD#plays_for_country#England#<end>#England	England/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
which country is the soccer team Charlton_Athletic_FC based in ?	England	Charlton_Athletic_FC#is_in_country#England#<end>#England	England/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
who plays professionally at Charlton_Athletic_FC ?	Reza_GHOOCHANNEJAD	Charlton_Athletic_FC#plays_in_club_inverse#Reza_GHOOCHANNEJAD#<end>#Reza_GHOOCHANNEJAD	Reza_GHOOCHANNEJAD/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
which player is from England ?	BERLAIN,Luke_SHAW,Raheem_STERLING,Rickie_LAMBERT,Phil_JONES,Jack_WILSHERE,Ben_FOSTER,Chris_SMALLING,Jordan_HENDERSON,Adam_LALLANA,Daniel_STURRIDGE,Steven_GERRARD,Glen_JOHNSON,James_MILNER,Fraser_FORSTER	England#plays_for_country_inverse#Reza_GHOOCHANNEJAD#<end>#Reza_GHOOCHANNEJAD	KIM_Bokyung/Georgios_KARAGOUNIS/Andre_SCHUERRLE/Wayne_ROONEY/Maya_YOSHIDA/Mamadou_SAKHO/PARK_Chuyoung/Kolo_TOURE/Ron_VLAAR/Jan_VERTONGHEN/Reza_GHOOCHANNEJAD/Kevin_MIRALLAS/Tim_KRUL/PAULINHO/Cesar_AZPILICUETA/Wilson_PALACIOS/RAMIRES/Joseph_YOBO/Fernando_TORRES/Lukas_PODOLSKI/Riyad_MAHREZ/Gary_MEDEL/DAVID_LUIZ/Esseid_BELKALEM/Adam_LALLANA/Kenneth_OMERUO/Moussa_SISSOKO/Samuel_ETOO/Javier_HERNANDEZ/Marouane_FELLAINI/Patrice_EVRA/Ismael_TIOTE/John_Obi_MIKEL/OSCAR/Konstantinos_MITROGLOU/Olivier_GIROUD/Leighton_BAINES/Luis_SUAREZ/Glen_JOHNSON/Vincent_KOMPANY/WILLIAN/Antonio_VALENCIA/Benoit_ASSOU_EKOTTO/Nacer_CHADLI/Luke_SHAW/Dejan_LOVREN/Maynor_FIGUEROA/Victor_MOSES/Massimo_LUONGO/Gary_CAHILL/Raheem_STERLING/Ben_FOSTER/Phil_JAGIELKA/Pablo_ARMERO/Shola_AMEOBI/Hugo_LLORIS/Chris_SMALLING/Bacary_SAGNA/YUN_Sukyoung/KI_Sungyueng/Loic_REMY/Michel_VORM/Jack_WILSHERE/Juan_Carlos_GARCIA/Shinji_KAGAWA/Edin_DZEKO/Albert_ADOMAH/Ashkan_DEJAGAH/FERNANDINHO/LEE_Chungyong/Nabil_BENTALEB/Yaya_TOURE/Jozy_ALTIDORE/Pablo_ZABALETA/Steven_GERRARD/Alex_OXLADE_CHAMBERLAIN/Moussa_DEMBELE/Mathieu_DEBUCHY/Martin_DEMICHELIS/Adnan_JANUZAJ/Brad_GUZAN/Jonathan_DE_GUZMAN/Ross_BARKLEY/David_DE_GEA/Mesut_OEZIL/Per_MERTESACKER/Robin_VAN_PERSIE/Jordan_HENDERSON/Roger_ESPINOZA/Diego_LUGANO/Leroy_FER/Geoff_CAMERON/Laurent_KOSCIELNY/Santi_CAZORLA/Phil_JONES/Thomas_VERMAELEN/Juan_MATA/NANI/Jean_BEAUSEJOUR/Gonzalo_JARA/Joe_HART/Romelu_LUKAKU/James_MILNER/Sergio_AGUERO/Daniel_STURRIDGE/Rickie_LAMBERT/Bailey_WRIGHT/Frank_LAMPARD/Eden_HAZARD/Simon_MIGNOLET/Mile_JEDINAK/David_SILVA/Asmir_BEGOVIC/Nikica_JELAVIC/Peter_ODEMWINGIE/Tim_HOWARD/Danny_WELBECK/Gaston_RAMIREZ/Wilfried_BONY/	Reza_GHOOCHANNEJAD#plays_in_club#Charlton_Athletic_FC///Reza_GHOOCHANNEJAD#plays_position#Forward///Reza_GHOOCHANNEJAD#is_aged#26///Reza_GHOOCHANNEJAD#wears_number#16///Reza_GHOOCHANNEJAD#plays_for_country#England///Charlton_Athletic_FC#is_in_country#England
